url,score,len_url,is_https,is_private_ip,domain_age,is_sensitive_form,has_redirect,has_script,has_privacy,has_contact,age_of_domain,is_vietnam
https://vn.search.yahoo.com/search?fr=mcafee&type=E210VN885G0&p=google,52,70,1,0,11103,0,1,0,0,0,11103,2
https://www.google.com.vn/,59,26,1,0,8085,0,1,0,0,0,8085,2
https://chatgpt.com/c/684a4162-ae7c-8000-8bf7-6bc41888e20b,57,58,1,0,925,0,1,0,0,0,925,2
http://dangkytinchi.ictu.edu.vn/kcntt/(S(jeyxp3amglbzcfnqsz434n1j))/login.aspx,86,78,0,0,6908,1,1,1,0,0,6908,1
http://dangkytinchi.ictu.edu.vn/kcntt/(S(jeyxp3amglbzcfnqsz434n1j))/StudyRegister/StudyRegister.aspx,108,100,0,0,6908,0,0,0,0,0,6908,1
https://www.24h.com.vn/,117,23,1,0,7717,0,1,1,0,0,7717,1
https://www.24h.com.vn/,117,23,1,0,7717,0,1,1,0,0,7717,1
https://www.24h.com.vn/,117,23,1,0,7717,0,1,1,0,0,7717,1
https://chatgpt.com/,59,20,1,0,925,0,1,0,0,0,925,2
https://chatgpt.com/c/684a4162-ae7c-8000-8bf7-6bc41888e20b,53,58,1,0,925,0,1,0,0,0,925,2
https://chatgpt.com/?model=gpt-4o,57,33,1,0,925,0,1,0,0,0,925,2
https://www.24h.com.vn/,120,23,1,0,7717,0,1,1,0,0,7717,1
https://www.24h.com.vn/,120,23,1,0,7717,0,1,1,0,0,7717,1
https://www.24h.com.vn/,120,23,1,0,7717,0,1,1,0,0,7717,1
https://vnexpress.net/,112,22,1,0,9067,0,1,1,0,1,9067,1
https://www.24h.com.vn/,120,23,1,0,7717,0,1,1,0,0,7717,1
https://vn.search.yahoo.com/search?fr=mcafee&type=E210VN885G0&p=f88,59,67,1,0,11103,0,1,0,0,0,11103,2
https://vn.search.yahoo.com/search;_ylt=AwrKD4wJjEpoRQIAnbtrUwx.;_ylu=Y29sbwNzZzMEcG9zAzIEdnRpZAMEc2VjA3JlbC1ib3Q-?type=E210VN885G0&p=f88+bong+da&fr2=p%3As%2Cv%3Aw%2Cm%3Ars-bottom%2Cct%3Agossip&fr=mcafee,59,203,1,0,11103,0,1,0,0,0,11103,2
https://www.24h.com.vn/,117,23,1,0,7717,0,1,1,0,0,7717,1
https://tinnhiemmang.vn/,121,24,1,0,1882,0,0,0,0,0,1882,1
https://tinnhiemmang.vn/,124,24,1,0,1882,0,1,0,0,1,1882,1
https://www.24h.com.vn/,126,23,1,0,7717,0,1,1,0,0,7717,1
https://vnexpress.net/,112,22,1,0,9067,0,1,1,0,1,9067,1
https://www.24h.com.vn/,126,23,1,0,7717,0,1,1,0,0,7717,1
https://www.24h.com.vn/,124,23,1,0,7718,0,1,1,0,0,7718,1
https://chatgpt.com/,59,20,1,0,926,0,1,0,0,0,926,2
https://www.phongkhongkhongquan.vn/,98,35,1,0,3312,1,1,0,0,0,3312,1
https://chatgpt.com/,59,20,1,0,926,0,1,0,0,0,926,2
https://www.24h.com.vn/,124,23,1,0,7718,0,1,1,0,0,7718,1
https://www.24h.com.vn/,124,23,1,0,7718,0,1,1,0,0,7718,1
https://cdn.24h.com.vn/upload/icon/icon_24h.ico,123,47,1,0,7718,0,0,0,0,0,7718,1
https://tinnhiemmang.vn/website-lua-dao,123,39,1,0,1883,0,0,0,0,0,1883,1
https://www.24h.com.vn/bong-da-c48.html,124,39,1,0,7718,0,1,1,0,0,7718,1
https://tinnhiemmang.vn/,126,24,1,0,1883,0,1,0,0,1,1883,1
https://www.24h.com.vn/bong-da-c48.html,124,39,1,0,7718,0,1,1,0,0,7718,1
https://www.w3schools.com/js/js_window_location.asp,59,51,1,0,9215,0,1,1,1,1,9215,2
https://www.w3schools.com/tags/att_meta_http_equiv.asp,80,54,1,0,9215,0,0,1,1,1,9215,2
https://www.w3schools.com/tags/tryit.asp?filename=tryhtml_meta_http_equiv,59,73,1,0,9215,0,1,1,1,0,9215,2
